sample_id	in_vcf	in_phenotype	matched_id	match_rule	bucket
PI547853	Y	Y	PI547853	exact	matched_exact
PI547854	Y	Y	PI547854	exact	matched_exact
PI547855	Y	Y	PI547855	exact	matched_exact
PI547856	Y	Y	PI547856	exact	matched_exact
PI547857	Y	Y	PI547857	exact	matched_exact
PI547858	Y	Y	PI547858	exact	matched_exact
PI547859	Y	Y	PI547859	exact	matched_exact
PI547860	Y	Y	PI547860	exact	matched_exact
PI547861	Y	Y	PI547861	exact	matched_exact
PI547862	Y	Y	PI547862	exact	matched_exact
PI547863	Y	Y	PI547863	exact	matched_exact
PI547864	Y	Y	PI547864	exact	matched_exact
PI547865	Y	Y	PI547865	exact	matched_exact
PI547866	Y	Y	PI547866	exact	matched_exact
PI547867	Y	Y	PI547867	exact	matched_exact
PI547868	Y	Y	PI547868	exact	matched_exact
PI547869	Y	Y	PI547869	exact	matched_exact
PI547870	Y	Y	PI547870	exact	matched_exact
PI547871	Y	Y	PI547871	exact	matched_exact
PI547872	Y	Y	PI547872	exact	matched_exact
PI547873	Y	Y	PI547873	exact	matched_exact
PI547874	Y	Y	PI547874	exact	matched_exact
PI547875	Y	Y	PI547875	exact	matched_exact
PI547876	Y	Y	PI547876	exact	matched_exact
PI547877	Y	Y	PI547877	exact	matched_exact
PI547878	Y	Y	PI547878	exact	matched_exact
PI547879	Y	Y	PI547879	exact	matched_exact
PI547880	Y	Y	PI547880	exact	matched_exact
PI547881	Y	Y	PI547881	exact	matched_exact
PI547882	Y	Y	PI547882	exact	matched_exact
PI547883	Y	Y	PI547883	exact	matched_exact
PI547884	Y	Y	PI547884	exact	matched_exact
PI547885	Y	Y	PI547885	exact	matched_exact
PI547886	Y	Y	PI547886	exact	matched_exact
PI547887	Y	Y	PI547887	exact	matched_exact
PI547888	Y	Y	PI547888	exact	matched_exact
PI547889	Y	Y	PI547889	exact	matched_exact
PI547890	Y	Y	PI547890	exact	matched_exact
PI547891	Y	Y	PI547891	exact	matched_exact
PI547892	Y	Y	PI547892	exact	matched_exact
PI547893	Y	Y	PI547893	exact	matched_exact
PI547894	Y	Y	PI547894	exact	matched_exact
PI547895	Y	Y	PI547895	exact	matched_exact
PI54809	Y	N	PI054809	zero_pad_candidate	ambiguous
PI548158	Y	Y	PI548158	exact	matched_exact
PI548159	Y	Y	PI548159	exact	matched_exact
PI548160	Y	Y	PI548160	exact	matched_exact
PI548161	Y	Y	PI548161	exact	matched_exact
PI548162	Y	Y	PI548162	exact	matched_exact
PI548163	Y	Y	PI548163	exact	matched_exact
PI548164	Y	Y	PI548164	exact	matched_exact
PI548165	Y	Y	PI548165	exact	matched_exact
PI548166	Y	Y	PI548166	exact	matched_exact
PI548167	Y	Y	PI548167	exact	matched_exact
PI548168	Y	Y	PI548168	exact	matched_exact
PI548169	Y	Y	PI548169	exact	matched_exact
PI548170	Y	Y	PI548170	exact	matched_exact
PI548171	Y	Y	PI548171	exact	matched_exact
PI548172	Y	Y	PI548172	exact	matched_exact
PI548173	Y	Y	PI548173	exact	matched_exact
PI548174	Y	Y	PI548174	exact	matched_exact
PI548175	Y	Y	PI548175	exact	matched_exact
PI548176	Y	Y	PI548176	exact	matched_exact
PI548177	Y	Y	PI548177	exact	matched_exact
PI548178	Y	Y	PI548178	exact	matched_exact
PI548179	Y	Y	PI548179	exact	matched_exact
PI54818	Y	N	PI054818	zero_pad_candidate	ambiguous
PI548180	Y	Y	PI548180	exact	matched_exact
PI548181	Y	Y	PI548181	exact	matched_exact
PI548182	Y	Y	PI548182	exact	matched_exact
PI548183	Y	Y	PI548183	exact	matched_exact
PI548184	Y	Y	PI548184	exact	matched_exact
PI548185	Y	Y	PI548185	exact	matched_exact
PI548186	Y	Y	PI548186	exact	matched_exact
PI548187	Y	Y	PI548187	exact	matched_exact
PI548188	Y	Y	PI548188	exact	matched_exact
PI548189	Y	Y	PI548189	exact	matched_exact
PI548190	Y	Y	PI548190	exact	matched_exact
PI548191	Y	Y	PI548191	exact	matched_exact
PI548192	Y	Y	PI548192	exact	matched_exact
PI548193	Y	Y	PI548193	exact	matched_exact
PI548194	Y	Y	PI548194	exact	matched_exact
PI548195	Y	Y	PI548195	exact	matched_exact
PI548196	Y	Y	PI548196	exact	matched_exact
PI548197	Y	Y	PI548197	exact	matched_exact
PI548198	Y	Y	PI548198	exact	matched_exact
PI548199	Y	Y	PI548199	exact	matched_exact
PI548200	Y	Y	PI548200	exact	matched_exact
PI548201	Y	Y	PI548201	exact	matched_exact
PI548202	Y	Y	PI548202	exact	matched_exact
PI548203	Y	Y	PI548203	exact	matched_exact
PI548204	Y	Y	PI548204	exact	matched_exact
PI548205	Y	Y	PI548205	exact	matched_exact
PI548206	Y	Y	PI548206	exact	matched_exact
PI548207	Y	Y	PI548207	exact	matched_exact
PI548208	Y	Y	PI548208	exact	matched_exact
PI548209	Y	Y	PI548209	exact	matched_exact
PI548210	Y	Y	PI548210	exact	matched_exact
PI548211	Y	Y	PI548211	exact	matched_exact
PI548212	Y	Y	PI548212	exact	matched_exact
PI548213	Y	Y	PI548213	exact	matched_exact
PI548214	Y	Y	PI548214	exact	matched_exact
PI548215	Y	Y	PI548215	exact	matched_exact
PI548216	Y	Y	PI548216	exact	matched_exact
PI548217	Y	Y	PI548217	exact	matched_exact
PI548218	Y	Y	PI548218	exact	matched_exact
PI548219	Y	Y	PI548219	exact	matched_exact
PI548220	Y	Y	PI548220	exact	matched_exact
PI548221	Y	Y	PI548221	exact	matched_exact
PI548222	Y	Y	PI548222	exact	matched_exact
PI548223	Y	Y	PI548223	exact	matched_exact
PI548224	Y	Y	PI548224	exact	matched_exact
PI548225	Y	Y	PI548225	exact	matched_exact
PI548226	Y	Y	PI548226	exact	matched_exact
PI548227	Y	Y	PI548227	exact	matched_exact
PI548228	Y	Y	PI548228	exact	matched_exact
PI548229	Y	Y	PI548229	exact	matched_exact
PI548230	Y	Y	PI548230	exact	matched_exact
PI548231	Y	Y	PI548231	exact	matched_exact
PI548232	Y	Y	PI548232	exact	matched_exact
PI548233	Y	Y	PI548233	exact	matched_exact
PI548234	Y	Y	PI548234	exact	matched_exact
PI548235	Y	Y	PI548235	exact	matched_exact
PI548236	Y	Y	PI548236	exact	matched_exact
PI548237	Y	Y	PI548237	exact	matched_exact
PI548238	Y	Y	PI548238	exact	matched_exact
PI548239	Y	Y	PI548239	exact	matched_exact
PI548240	Y	Y	PI548240	exact	matched_exact
PI548241	Y	Y	PI548241	exact	matched_exact
PI548242	Y	Y	PI548242	exact	matched_exact
PI548243	Y	Y	PI548243	exact	matched_exact
PI548244	Y	Y	PI548244	exact	matched_exact
PI548245	Y	Y	PI548245	exact	matched_exact
PI548246	Y	Y	PI548246	exact	matched_exact
PI548247	Y	Y	PI548247	exact	matched_exact
PI548248	Y	Y	PI548248	exact	matched_exact
PI548249	Y	Y	PI548249	exact	matched_exact
PI548250	Y	Y	PI548250	exact	matched_exact
PI548251	Y	Y	PI548251	exact	matched_exact
PI548252	Y	Y	PI548252	exact	matched_exact
PI548253	Y	Y	PI548253	exact	matched_exact
PI548254	Y	Y	PI548254	exact	matched_exact
PI548255	Y	Y	PI548255	exact	matched_exact
PI548256	Y	Y	PI548256	exact	matched_exact
PI548257	Y	Y	PI548257	exact	matched_exact
PI548258	Y	Y	PI548258	exact	matched_exact
PI548259	Y	Y	PI548259	exact	matched_exact
PI548260	Y	Y	PI548260	exact	matched_exact
PI548261	Y	Y	PI548261	exact	matched_exact
PI548262	Y	Y	PI548262	exact	matched_exact
PI548263	Y	Y	PI548263	exact	matched_exact
PI548264	Y	Y	PI548264	exact	matched_exact
PI548265	Y	Y	PI548265	exact	matched_exact
PI548266	Y	Y	PI548266	exact	matched_exact
PI548267	Y	Y	PI548267	exact	matched_exact
PI548268	Y	Y	PI548268	exact	matched_exact
PI548270	Y	Y	PI548270	exact	matched_exact
PI548271	Y	Y	PI548271	exact	matched_exact
PI548272	Y	Y	PI548272	exact	matched_exact
PI548275	Y	Y	PI548275	exact	matched_exact
PI548276	Y	Y	PI548276	exact	matched_exact
PI548277	Y	Y	PI548277	exact	matched_exact
PI548279	Y	Y	PI548279	exact	matched_exact
PI548280	Y	Y	PI548280	exact	matched_exact
PI548281	Y	Y	PI548281	exact	matched_exact
PI548282	Y	Y	PI548282	exact	matched_exact
PI548283	Y	Y	PI548283	exact	matched_exact
PI548284	Y	Y	PI548284	exact	matched_exact
PI548285	Y	Y	PI548285	exact	matched_exact
PI548286	Y	Y	PI548286	exact	matched_exact
PI548287	Y	Y	PI548287	exact	matched_exact
PI548288	Y	Y	PI548288	exact	matched_exact
PI548289	Y	Y	PI548289	exact	matched_exact
PI548290	Y	Y	PI548290	exact	matched_exact
PI548291	Y	Y	PI548291	exact	matched_exact
PI548292	Y	Y	PI548292	exact	matched_exact
PI548293	Y	Y	PI548293	exact	matched_exact
PI548294	Y	Y	PI548294	exact	matched_exact
PI548295	Y	Y	PI548295	exact	matched_exact
PI548296	Y	Y	PI548296	exact	matched_exact
PI548297	Y	Y	PI548297	exact	matched_exact
PI548298	Y	Y	PI548298	exact	matched_exact
PI548299	Y	Y	PI548299	exact	matched_exact
PI548300	Y	Y	PI548300	exact	matched_exact
PI548301	Y	Y	PI548301	exact	matched_exact
PI548302	Y	Y	PI548302	exact	matched_exact
PI548303	Y	Y	PI548303	exact	matched_exact
PI548304	Y	Y	PI548304	exact	matched_exact
PI548305	Y	Y	PI548305	exact	matched_exact
PI548306	Y	Y	PI548306	exact	matched_exact
PI548307	Y	Y	PI548307	exact	matched_exact
PI548308	Y	Y	PI548308	exact	matched_exact
PI548309	Y	Y	PI548309	exact	matched_exact
PI548310	Y	Y	PI548310	exact	matched_exact
PI548311	Y	Y	PI548311	exact	matched_exact
PI548312	Y	Y	PI548312	exact	matched_exact
PI548313	Y	Y	PI548313	exact	matched_exact
PI548314	Y	Y	PI548314	exact	matched_exact
PI548315	Y	Y	PI548315	exact	matched_exact
PI548316	Y	Y	PI548316	exact	matched_exact
PI548317	Y	Y	PI548317	exact	matched_exact
PI548318	Y	Y	PI548318	exact	matched_exact
PI548319	Y	Y	PI548319	exact	matched_exact
PI548320	Y	Y	PI548320	exact	matched_exact
PI548321	Y	Y	PI548321	exact	matched_exact
PI548322	Y	Y	PI548322	exact	matched_exact
PI548323	Y	Y	PI548323	exact	matched_exact
PI548324	Y	Y	PI548324	exact	matched_exact
PI548325	Y	Y	PI548325	exact	matched_exact
PI548326	Y	Y	PI548326	exact	matched_exact
PI548327	Y	Y	PI548327	exact	matched_exact
PI548328	Y	Y	PI548328	exact	matched_exact
PI548329	Y	Y	PI548329	exact	matched_exact
PI548330	Y	Y	PI548330	exact	matched_exact
PI548331	Y	Y	PI548331	exact	matched_exact
PI548332	Y	Y	PI548332	exact	matched_exact
PI548333	Y	Y	PI548333	exact	matched_exact
PI548334	Y	Y	PI548334	exact	matched_exact
PI548335	Y	Y	PI548335	exact	matched_exact
PI548336	Y	Y	PI548336	exact	matched_exact
PI548337	Y	Y	PI548337	exact	matched_exact
PI548338	Y	Y	PI548338	exact	matched_exact
PI548339	Y	Y	PI548339	exact	matched_exact
PI54834	Y	N	PI054834	zero_pad_candidate	ambiguous
PI548340	Y	Y	PI548340	exact	matched_exact
PI548341	Y	Y	PI548341	exact	matched_exact
PI548342	Y	Y	PI548342	exact	matched_exact
PI548343	Y	Y	PI548343	exact	matched_exact
PI548344	Y	Y	PI548344	exact	matched_exact
PI548345	Y	Y	PI548345	exact	matched_exact
PI548346	Y	Y	PI548346	exact	matched_exact
PI548347	Y	Y	PI548347	exact	matched_exact
PI548348	Y	Y	PI548348	exact	matched_exact
PI548349	Y	Y	PI548349	exact	matched_exact
PI548350	Y	Y	PI548350	exact	matched_exact
PI548351	Y	Y	PI548351	exact	matched_exact
PI548352	Y	Y	PI548352	exact	matched_exact
PI548353	Y	Y	PI548353	exact	matched_exact
PI548354	Y	Y	PI548354	exact	matched_exact
PI548355	Y	Y	PI548355	exact	matched_exact
PI548356	Y	Y	PI548356	exact	matched_exact
PI548357	Y	Y	PI548357	exact	matched_exact
PI548358	Y	Y	PI548358	exact	matched_exact
PI548359	Y	Y	PI548359	exact	matched_exact
PI548360	Y	Y	PI548360	exact	matched_exact
PI548361	Y	Y	PI548361	exact	matched_exact
PI548362	Y	Y	PI548362	exact	matched_exact
PI548363	Y	Y	PI548363	exact	matched_exact
PI548364	Y	Y	PI548364	exact	matched_exact
PI548365	Y	Y	PI548365	exact	matched_exact
PI548366	Y	Y	PI548366	exact	matched_exact
PI548367	Y	Y	PI548367	exact	matched_exact
PI548368	Y	Y	PI548368	exact	matched_exact
PI548369	Y	Y	PI548369	exact	matched_exact
PI548370	Y	Y	PI548370	exact	matched_exact
PI548371	Y	Y	PI548371	exact	matched_exact
PI548372	Y	Y	PI548372	exact	matched_exact
PI548373	Y	Y	PI548373	exact	matched_exact
PI548374	Y	Y	PI548374	exact	matched_exact
PI548375	Y	Y	PI548375	exact	matched_exact
PI548376	Y	Y	PI548376	exact	matched_exact
PI548377	Y	Y	PI548377	exact	matched_exact
PI548378	Y	Y	PI548378	exact	matched_exact
PI548379	Y	Y	PI548379	exact	matched_exact
PI548380	Y	Y	PI548380	exact	matched_exact
PI548381	Y	Y	PI548381	exact	matched_exact
PI548382	Y	Y	PI548382	exact	matched_exact
PI548383	Y	Y	PI548383	exact	matched_exact
PI548384	Y	Y	PI548384	exact	matched_exact
PI548385	Y	Y	PI548385	exact	matched_exact
PI548386	Y	Y	PI548386	exact	matched_exact
PI548387	Y	Y	PI548387	exact	matched_exact
PI548388	Y	Y	PI548388	exact	matched_exact
PI548389	Y	Y	PI548389	exact	matched_exact
PI548390	Y	Y	PI548390	exact	matched_exact
PI548391	Y	Y	PI548391	exact	matched_exact
PI548392	Y	Y	PI548392	exact	matched_exact
PI548393	Y	Y	PI548393	exact	matched_exact
PI548394	Y	Y	PI548394	exact	matched_exact
PI548395	Y	Y	PI548395	exact	matched_exact
PI548396	Y	Y	PI548396	exact	matched_exact
PI548397	Y	Y	PI548397	exact	matched_exact
PI548398	Y	Y	PI548398	exact	matched_exact
PI548399	Y	Y	PI548399	exact	matched_exact
PI548400	Y	Y	PI548400	exact	matched_exact
PI548401	Y	Y	PI548401	exact	matched_exact
PI548402	Y	Y	PI548402	exact	matched_exact
PI548402S	Y	Y	PI548402S	exact	matched_exact
PI548403	Y	Y	PI548403	exact	matched_exact
PI548404	Y	Y	PI548404	exact	matched_exact
PI548405	Y	Y	PI548405	exact	matched_exact
PI548406	Y	Y	PI548406	exact	matched_exact
PI548407	Y	Y	PI548407	exact	matched_exact
PI548408	Y	Y	PI548408	exact	matched_exact
PI548409	Y	Y	PI548409	exact	matched_exact
PI548410	Y	Y	PI548410	exact	matched_exact
PI548411	Y	Y	PI548411	exact	matched_exact
PI548412	Y	Y	PI548412	exact	matched_exact
PI548413	Y	Y	PI548413	exact	matched_exact
PI548414	Y	Y	PI548414	exact	matched_exact
PI548415	Y	Y	PI548415	exact	matched_exact
PI548416	Y	Y	PI548416	exact	matched_exact
PI548417	Y	Y	PI548417	exact	matched_exact
PI548418	Y	Y	PI548418	exact	matched_exact
PI548419	Y	Y	PI548419	exact	matched_exact
PI548420	Y	Y	PI548420	exact	matched_exact
PI548421	Y	Y	PI548421	exact	matched_exact
PI548422	Y	Y	PI548422	exact	matched_exact
PI548422S	Y	Y	PI548422S	exact	matched_exact
PI548423	Y	Y	PI548423	exact	matched_exact
PI548424	Y	Y	PI548424	exact	matched_exact
PI548425	Y	Y	PI548425	exact	matched_exact
PI548426	Y	Y	PI548426	exact	matched_exact
PI548427	Y	Y	PI548427	exact	matched_exact
PI548428	Y	Y	PI548428	exact	matched_exact
PI548429	Y	Y	PI548429	exact	matched_exact
PI548430	Y	Y	PI548430	exact	matched_exact
PI548431	Y	Y	PI548431	exact	matched_exact
PI548432	Y	Y	PI548432	exact	matched_exact
PI548433	Y	Y	PI548433	exact	matched_exact
PI548434	Y	Y	PI548434	exact	matched_exact
PI548435	Y	Y	PI548435	exact	matched_exact
PI548436	Y	Y	PI548436	exact	matched_exact
PI548437	Y	Y	PI548437	exact	matched_exact
PI548438	Y	Y	PI548438	exact	matched_exact
PI548439	Y	Y	PI548439	exact	matched_exact
PI548440	Y	Y	PI548440	exact	matched_exact
PI548441	Y	Y	PI548441	exact	matched_exact
PI548442	Y	Y	PI548442	exact	matched_exact
PI548443	Y	Y	PI548443	exact	matched_exact
PI548444	Y	Y	PI548444	exact	matched_exact
PI548445	Y	Y	PI548445	exact	matched_exact
PI548446	Y	Y	PI548446	exact	matched_exact
PI548447	Y	Y	PI548447	exact	matched_exact
PI548448	Y	Y	PI548448	exact	matched_exact
PI548449	Y	Y	PI548449	exact	matched_exact
PI548450	Y	Y	PI548450	exact	matched_exact
PI548451	Y	Y	PI548451	exact	matched_exact
PI548452	Y	Y	PI548452	exact	matched_exact
PI548453	Y	Y	PI548453	exact	matched_exact
PI548454	Y	Y	PI548454	exact	matched_exact
PI548455	Y	Y	PI548455	exact	matched_exact
PI548456	Y	Y	PI548456	exact	matched_exact
PI548457	Y	Y	PI548457	exact	matched_exact
PI548458	Y	Y	PI548458	exact	matched_exact
PI548459	Y	Y	PI548459	exact	matched_exact
PI548460	Y	Y	PI548460	exact	matched_exact
PI548461	Y	Y	PI548461	exact	matched_exact
PI548462	Y	Y	PI548462	exact	matched_exact
PI548463	Y	Y	PI548463	exact	matched_exact
PI548464	Y	Y	PI548464	exact	matched_exact
PI548465	Y	Y	PI548465	exact	matched_exact
PI548466	Y	Y	PI548466	exact	matched_exact
PI548467	Y	Y	PI548467	exact	matched_exact
PI548468	Y	Y	PI548468	exact	matched_exact
PI548469	Y	Y	PI548469	exact	matched_exact
PI548470	Y	Y	PI548470	exact	matched_exact
PI548471	Y	Y	PI548471	exact	matched_exact
PI548472	Y	Y	PI548472	exact	matched_exact
PI548473	Y	Y	PI548473	exact	matched_exact
PI548474	Y	Y	PI548474	exact	matched_exact
PI548475	Y	Y	PI548475	exact	matched_exact
PI548476	Y	Y	PI548476	exact	matched_exact
PI548477	Y	Y	PI548477	exact	matched_exact
PI548478	Y	Y	PI548478	exact	matched_exact
PI548479	Y	Y	PI548479	exact	matched_exact
PI548480	Y	Y	PI548480	exact	matched_exact
PI548481	Y	Y	PI548481	exact	matched_exact
PI548482	Y	Y	PI548482	exact	matched_exact
PI548483	Y	Y	PI548483	exact	matched_exact
PI548484	Y	Y	PI548484	exact	matched_exact
PI548485	Y	Y	PI548485	exact	matched_exact
PI548486	Y	Y	PI548486	exact	matched_exact
PI548487	Y	Y	PI548487	exact	matched_exact
PI548488	Y	Y	PI548488	exact	matched_exact
PI548489	Y	Y	PI548489	exact	matched_exact
PI548490	Y	Y	PI548490	exact	matched_exact
PI548491	Y	Y	PI548491	exact	matched_exact
PI548492	Y	Y	PI548492	exact	matched_exact
PI548493	Y	Y	PI548493	exact	matched_exact
PI548494	Y	Y	PI548494	exact	matched_exact
PI548495	Y	Y	PI548495	exact	matched_exact
PI548496	Y	Y	PI548496	exact	matched_exact
PI548497	Y	Y	PI548497	exact	matched_exact
PI548498	Y	Y	PI548498	exact	matched_exact
PI548499	Y	Y	PI548499	exact	matched_exact
PI548500	Y	Y	PI548500	exact	matched_exact
PI548501	Y	Y	PI548501	exact	matched_exact
PI548502	Y	Y	PI548502	exact	matched_exact
PI548503	Y	Y	PI548503	exact	matched_exact
PI548504	Y	Y	PI548504	exact	matched_exact
PI548505	Y	Y	PI548505	exact	matched_exact
PI548506	Y	Y	PI548506	exact	matched_exact
PI548507	Y	Y	PI548507	exact	matched_exact
PI548508	Y	Y	PI548508	exact	matched_exact
PI548509	Y	Y	PI548509	exact	matched_exact
PI548510	Y	Y	PI548510	exact	matched_exact
PI548511	Y	Y	PI548511	exact	matched_exact
PI548512	Y	Y	PI548512	exact	matched_exact
PI548513	Y	Y	PI548513	exact	matched_exact
PI548514	Y	Y	PI548514	exact	matched_exact
PI548515	Y	Y	PI548515	exact	matched_exact
PI548516	Y	Y	PI548516	exact	matched_exact
PI548517	Y	Y	PI548517	exact	matched_exact
PI548518	Y	Y	PI548518	exact	matched_exact
PI548519	Y	Y	PI548519	exact	matched_exact
PI548520	Y	Y	PI548520	exact	matched_exact
PI548521	Y	Y	PI548521	exact	matched_exact
PI548522	Y	Y	PI548522	exact	matched_exact
PI548523	Y	Y	PI548523	exact	matched_exact
PI548524	Y	Y	PI548524	exact	matched_exact
PI548525	Y	Y	PI548525	exact	matched_exact
PI548526	Y	Y	PI548526	exact	matched_exact
PI548527	Y	Y	PI548527	exact	matched_exact
PI548528	Y	Y	PI548528	exact	matched_exact
PI548529	Y	Y	PI548529	exact	matched_exact
PI54853	Y	N	PI054853	zero_pad_candidate	ambiguous
PI548530	Y	Y	PI548530	exact	matched_exact
PI548531	Y	Y	PI548531	exact	matched_exact
PI548532	Y	Y	PI548532	exact	matched_exact
PI548533	Y	Y	PI548533	exact	matched_exact
PI548534	Y	Y	PI548534	exact	matched_exact
PI548535	Y	Y	PI548535	exact	matched_exact
PI548536	Y	Y	PI548536	exact	matched_exact
PI548537	Y	Y	PI548537	exact	matched_exact
PI548538	Y	Y	PI548538	exact	matched_exact
PI548539	Y	Y	PI548539	exact	matched_exact
PI54854	Y	N	PI054854	zero_pad_candidate	ambiguous
PI548540	Y	Y	PI548540	exact	matched_exact
PI548541	Y	Y	PI548541	exact	matched_exact
PI548542	Y	Y	PI548542	exact	matched_exact
PI548543	Y	Y	PI548543	exact	matched_exact
PI548544	Y	Y	PI548544	exact	matched_exact
PI548545	Y	Y	PI548545	exact	matched_exact
PI548546	Y	Y	PI548546	exact	matched_exact
PI548547	Y	Y	PI548547	exact	matched_exact
PI548548	Y	Y	PI548548	exact	matched_exact
PI548549	Y	Y	PI548549	exact	matched_exact
PI54855	Y	N	PI054855	zero_pad_candidate	ambiguous
PI548550	Y	Y	PI548550	exact	matched_exact
PI548551	Y	Y	PI548551	exact	matched_exact
PI548552	Y	Y	PI548552	exact	matched_exact
PI548553	Y	Y	PI548553	exact	matched_exact
PI548554	Y	Y	PI548554	exact	matched_exact
PI548555	Y	Y	PI548555	exact	matched_exact
PI548556	Y	Y	PI548556	exact	matched_exact
PI548557	Y	Y	PI548557	exact	matched_exact
PI548558	Y	Y	PI548558	exact	matched_exact
PI548559	Y	Y	PI548559	exact	matched_exact
PI548560	Y	Y	PI548560	exact	matched_exact
PI548561	Y	Y	PI548561	exact	matched_exact
PI548562	Y	Y	PI548562	exact	matched_exact
PI548563	Y	Y	PI548563	exact	matched_exact
PI548564	Y	Y	PI548564	exact	matched_exact
PI548565	Y	Y	PI548565	exact	matched_exact
PI548566	Y	Y	PI548566	exact	matched_exact
PI548567	Y	Y	PI548567	exact	matched_exact
PI548568	Y	Y	PI548568	exact	matched_exact
PI548569	Y	Y	PI548569	exact	matched_exact
PI54857	Y	N	PI054857	zero_pad_candidate	ambiguous
PI548570	Y	Y	PI548570	exact	matched_exact
PI548571	Y	Y	PI548571	exact	matched_exact
PI548572	Y	Y	PI548572	exact	matched_exact
PI548573	Y	Y	PI548573	exact	matched_exact
PI548574	Y	Y	PI548574	exact	matched_exact
PI548575	Y	Y	PI548575	exact	matched_exact
PI548576	Y	Y	PI548576	exact	matched_exact
PI548577	Y	Y	PI548577	exact	matched_exact
PI548578	Y	Y	PI548578	exact	matched_exact
PI548579	Y	Y	PI548579	exact	matched_exact
PI548580	Y	Y	PI548580	exact	matched_exact
PI548581	Y	Y	PI548581	exact	matched_exact
PI548582	Y	Y	PI548582	exact	matched_exact
PI548583	Y	Y	PI548583	exact	matched_exact
PI548584	Y	Y	PI548584	exact	matched_exact
PI548585	Y	Y	PI548585	exact	matched_exact
PI548586	Y	Y	PI548586	exact	matched_exact
PI548587	Y	Y	PI548587	exact	matched_exact
PI548588	Y	Y	PI548588	exact	matched_exact
PI548589	Y	Y	PI548589	exact	matched_exact
PI54859	Y	N	PI054859	zero_pad_candidate	ambiguous
PI548590	Y	Y	PI548590	exact	matched_exact
PI548591	Y	Y	PI548591	exact	matched_exact
PI548592	Y	Y	PI548592	exact	matched_exact
PI548593	Y	Y	PI548593	exact	matched_exact
PI548594	Y	Y	PI548594	exact	matched_exact
PI548595	Y	Y	PI548595	exact	matched_exact
PI548596	Y	Y	PI548596	exact	matched_exact
PI548597	Y	Y	PI548597	exact	matched_exact
PI548598	Y	Y	PI548598	exact	matched_exact
PI548599	Y	Y	PI548599	exact	matched_exact
PI548600	Y	Y	PI548600	exact	matched_exact
PI548601	Y	Y	PI548601	exact	matched_exact
PI548602	Y	Y	PI548602	exact	matched_exact
PI548603	Y	Y	PI548603	exact	matched_exact
PI548604	Y	Y	PI548604	exact	matched_exact
PI548605	Y	Y	PI548605	exact	matched_exact
PI548606	Y	Y	PI548606	exact	matched_exact
PI548607	Y	Y	PI548607	exact	matched_exact
PI548608	Y	Y	PI548608	exact	matched_exact
PI548609	Y	Y	PI548609	exact	matched_exact
PI548610	Y	Y	PI548610	exact	matched_exact
PI548611	Y	Y	PI548611	exact	matched_exact
PI548612	Y	Y	PI548612	exact	matched_exact
PI548613	Y	Y	PI548613	exact	matched_exact
PI548614	Y	Y	PI548614	exact	matched_exact
PI548615	Y	Y	PI548615	exact	matched_exact
PI548616	Y	Y	PI548616	exact	matched_exact
PI548617	Y	Y	PI548617	exact	matched_exact
PI548618	Y	Y	PI548618	exact	matched_exact
PI548619	Y	Y	PI548619	exact	matched_exact
PI54862	Y	N	PI054862	zero_pad_candidate	ambiguous
PI548620	Y	Y	PI548620	exact	matched_exact
PI548621	Y	Y	PI548621	exact	matched_exact
PI548622	Y	Y	PI548622	exact	matched_exact
PI548623	Y	Y	PI548623	exact	matched_exact
PI548624	Y	Y	PI548624	exact	matched_exact
PI548625	Y	Y	PI548625	exact	matched_exact
PI548626	Y	Y	PI548626	exact	matched_exact
PI548627	Y	Y	PI548627	exact	matched_exact
PI548628	Y	Y	PI548628	exact	matched_exact
PI548629	Y	Y	PI548629	exact	matched_exact
PI548630	Y	Y	PI548630	exact	matched_exact
PI548631	Y	Y	PI548631	exact	matched_exact
PI548632	Y	Y	PI548632	exact	matched_exact
PI548633	Y	Y	PI548633	exact	matched_exact
PI548634	Y	Y	PI548634	exact	matched_exact
PI548635	Y	Y	PI548635	exact	matched_exact
PI548636	Y	Y	PI548636	exact	matched_exact
PI548637	Y	Y	PI548637	exact	matched_exact
PI548638	Y	Y	PI548638	exact	matched_exact
PI548639	Y	Y	PI548639	exact	matched_exact
PI548640	Y	Y	PI548640	exact	matched_exact
PI548641	Y	Y	PI548641	exact	matched_exact
PI548642	Y	Y	PI548642	exact	matched_exact
PI548643	Y	Y	PI548643	exact	matched_exact
PI548644	Y	Y	PI548644	exact	matched_exact
PI548645	Y	Y	PI548645	exact	matched_exact
PI548646	Y	Y	PI548646	exact	matched_exact
PI548647	Y	Y	PI548647	exact	matched_exact
PI548648	Y	Y	PI548648	exact	matched_exact
PI548649	Y	Y	PI548649	exact	matched_exact
PI54865	Y	N	PI054865	zero_pad_candidate	ambiguous
PI548650	Y	Y	PI548650	exact	matched_exact
PI548651	Y	Y	PI548651	exact	matched_exact
PI548652	Y	Y	PI548652	exact	matched_exact
PI548653	Y	Y	PI548653	exact	matched_exact
PI548654	Y	Y	PI548654	exact	matched_exact
PI548655	Y	Y	PI548655	exact	matched_exact
PI548656	Y	Y	PI548656	exact	matched_exact
PI548657	Y	Y	PI548657	exact	matched_exact
PI548658	Y	Y	PI548658	exact	matched_exact
PI548659	Y	Y	PI548659	exact	matched_exact
PI548660	Y	Y	PI548660	exact	matched_exact
PI548661	Y	Y	PI548661	exact	matched_exact
PI548662	Y	Y	PI548662	exact	matched_exact
